filename,tau,delta_p,dP_L,v,mu,rho,d,phi,f,Re_p,f_ergun,steps,converged,stalled,source
synthetic_ergun_phi0.459_d6_Re2.3e+02,,,50.97880639733458,6.29777826625318,0.1666567055,1.0,6,0.45854,7.711985095336144,226.73356877031918,11.839933580675947,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.459_d6_Re4.3e+02,,,147.65051308073842,11.213540018102451,0.1666567055,1.0,6,0.45854,7.045320205335716,403.7115692810495,10.958022900593363,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.459_d6_Re8.1e+02,,,512.2217094421667,21.703495396998388,0.1666567055,1.0,6,0.45854,6.524539494992901,781.3725345842164,10.41193180017221,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.459_d6_Re1.5e+03,,,1863.99447656946,41.53351274354852,0.1666567055,1.0,6,0.45854,6.483336219526056,1495.2958281135054,10.13321790175914,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.459_d6_Re2.8e+03,,,7310.947722767126,80.09032622486278,0.1666567055,1.0,6,0.45854,6.8385622344276955,2883.4240777019118,9.986363730330917,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.459_d6_Re5.3e+03,,,25074.23158295255,147.66229444453032,0.1666567055,1.0,6,0.45854,6.899850139257668,5316.160330957592,9.91397336422009,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.459_d6_Re1.0e+04,,,80711.42379366487,272.2731593094918,0.1666567055,1.0,6,0.45854,6.532457570098297,9802.41959635372,9.874704770729695,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.459_d10_Re1.0e+01,,,0.10383009816331365,0.17123555897229487,0.1666567055,1.0,10,0.45854,35.410768573739084,10.274747629179245,54.22185467781514,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.459_d10_Re1.9e+01,,,0.20100509691213247,0.30539585371543637,0.1666567055,1.0,10,0.45854,21.551663480504608,18.324846444023603,34.719724959031765,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.459_d10_Re3.5e+01,,,0.5035361987317761,0.5771832294481196,0.1666567055,1.0,10,0.45854,15.11483078230077,34.633063681204206,22.998646598766463,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.459_d10_Re6.6e+01,,,1.2355705920370503,1.063776672247069,0.1666567055,1.0,10,0.45854,10.91859201286172,63.8304152872546,16.974199219376832,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.459_d10_Re1.2e+02,,,3.782517941918674,2.0448307479425,0.1666567055,1.0,10,0.45854,9.046201615469073,122.69717811879462,13.545730066172823,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.459_d10_Re2.3e+02,,,11.712826260331715,3.8748590921759414,0.1666567055,1.0,10,0.45854,7.800992726608817,232.50544168328958,11.789992245219052,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.459_d10_Re4.3e+02,,,35.235269268563975,7.07404476956655,0.1666567055,1.0,10,0.45854,7.0411239033968736,424.4680553562575,10.902773195720036,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.459_d10_Re8.1e+02,,,139.2179824210982,13.839741808092265,0.1666567055,1.0,10,0.45854,7.268409032853192,830.4341410428436,10.377443581445114,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.459_d10_Re1.5e+03,,,422.9590092520458,24.391405023315095,0.1666567055,1.0,10,0.45854,7.1092640427937,1463.571774693164,10.139830008600086,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.459_d10_Re2.8e+03,,,1647.8192210957852,49.42007896588364,0.1666567055,1.0,10,0.45854,6.746875472041483,2965.3819699372157,9.98199159139288,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.459_d10_Re5.3e+03,,,5097.868338716175,89.64809560248672,0.1666567055,1.0,10,0.45854,6.3431718620615705,5379.207235228031,9.912967730662006,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.459_d10_Re1.0e+04,,,21454.67876237475,174.10815063004083,0.1666567055,1.0,10,0.45854,7.077564099315057,10447.113430430845,9.871833221575761,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d6_Re1.0e+01,,,0.34592194042747937,0.29318702349484077,0.1666567055,1.0,6,0.501896,24.145703864264377,10.555363708237017,34.782694417442016,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d6_Re1.9e+01,,,0.6332851905612173,0.5260839652170538,0.1666567055,1.0,6,0.501896,13.729048924910833,18.940154744042523,22.43671261266022,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d6_Re3.5e+01,,,1.6265592038450214,0.9751424335394216,0.1666567055,1.0,6,0.501896,10.263252537704888,35.107225860987214,15.279541064524363,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d6_Re6.6e+01,,,3.9435142350407624,1.7581969078715147,0.1666567055,1.0,6,0.501896,7.654197064982768,63.29887186704941,11.545164881582851,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d6_Re1.2e+02,,,12.487431930193587,3.4688159367871427,0.1666567055,1.0,6,0.501896,6.226756354655414,124.88483771643293,9.251836808498611,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d6_Re2.3e+02,,,33.01948486280948,6.19270266861666,0.1666567055,1.0,6,0.501896,5.166079517317512,222.95062115997465,8.215050589129444,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d6_Re4.3e+02,,,109.13050046992937,11.86721841963896,0.1666567055,1.0,6,0.501896,4.64942798962336,427.2453982827217,7.583713508464513,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d6_Re8.1e+02,,,431.0602977490598,23.736921153177438,0.1666567055,1.0,6,0.501896,4.590293982510229,854.5802372114251,7.239182610633821,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d6_Re1.5e+03,,,1377.6428213189872,42.63593727765737,0.1666567055,1.0,6,0.501896,4.547118315156307,1534.985483473056,7.086496107104857,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d6_Re2.8e+03,,,5569.5037710855395,82.95599992346557,0.1666567055,1.0,6,0.501896,4.8559269818223685,2986.594497038065,6.99328680906073,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d6_Re5.3e+03,,,15389.500229824122,151.0762219805695,0.1666567055,1.0,6,0.501896,4.045605540398377,5439.069068141498,6.948844788799057,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d6_Re1.0e+04,,,60072.73841718726,278.1950632380269,0.1666567055,1.0,6,0.501896,4.6572531204680905,10015.620880182114,6.924114678855023,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d10_Re1.0e+01,,,0.06592101671466247,0.171752568908139,0.1666567055,1.0,10,0.501896,22.346906602528186,10.305770079448678,35.458108261009876,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d10_Re1.9e+01,,,0.14409693197061135,0.3298289327685886,0.1666567055,1.0,10,0.501896,13.245770776150001,19.79091880995983,21.768599843244804,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d10_Re3.5e+01,,,0.34623404179344897,0.5736650592776111,0.1666567055,1.0,10,0.501896,10.520901826274853,34.421960853991024,15.446464206127512,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d10_Re6.6e+01,,,0.9843590956460503,1.098104661096596,0.1666567055,1.0,10,0.501896,8.163306232628358,65.89021772643862,11.362271250356239,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d10_Re1.2e+02,,,2.4921677922253984,2.066274749994597,0.1666567055,1.0,10,0.501896,5.8371538722605845,123.98389514513697,9.268965028512875,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d10_Re2.3e+02,,,7.2986721475834,3.8066236684883825,0.1666567055,1.0,10,0.501896,5.0369074220153225,228.41107155381653,8.183486537690213,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d10_Re4.3e+02,,,24.579747990726478,6.942881380077226,0.1666567055,1.0,10,0.501896,5.099151732110115,416.5977816042467,7.601323055114811,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d10_Re8.1e+02,,,95.15274245408361,13.755792454220423,0.1666567055,1.0,10,0.501896,5.028634615975275,825.3968787484775,7.251361556960316,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d10_Re1.5e+03,,,307.63548005015247,24.763346825152354,0.1666567055,1.0,10,0.501896,5.016695500350204,1485.889616673861,7.092832531039618,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d10_Re2.8e+03,,,1089.9078393950474,47.05696572384957,0.1666567055,1.0,10,0.501896,4.922003704946171,2823.586700737317,6.998976924827756,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d10_Re5.3e+03,,,3356.4864456590635,87.79238036854206,0.1666567055,1.0,10,0.501896,4.354830428260041,5267.857666161657,6.9506037821264375,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.502_d10_Re1.0e+04,,,13360.57069452354,167.91024859821727,0.1666567055,1.0,10,0.501896,4.738824227178783,10075.217081392339,6.923940828171339,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d6_Re1.0e+01,,,0.2003376362425279,0.2791060876541251,0.1666567055,1.0,6,0.543104,15.430328695656703,10.048419719449875,24.443885522097194,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d6_Re1.9e+01,,,0.40016765806726046,0.4999473665325774,0.1666567055,1.0,6,0.543104,9.606046085223177,17.999180952220758,15.851076334263814,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d6_Re3.5e+01,,,1.1688553752025082,0.990091789502279,0.1666567055,1.0,6,0.543104,7.154200554568532,35.645434842786294,10.474908353554213,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d6_Re6.6e+01,,,2.7082918406991543,1.8184978549575315,0.1666567055,1.0,6,0.543104,4.913841292390508,65.46983571414226,7.976844550115054,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d6_Re1.2e+02,,,8.206727796599024,3.5152430200584717,0.1666567055,1.0,6,0.543104,3.9848370810739047,126.55631261324093,6.535735049401883,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d6_Re2.3e+02,,,25.814484512936556,6.2808360843788735,0.1666567055,1.0,6,0.543104,3.926266627048121,226.12361376766353,5.85564883433338,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d6_Re4.3e+02,,,76.37028188929885,11.238761666235085,0.1666567055,1.0,6,0.543104,3.627761446027594,404.6196028842686,5.474308633029335,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d6_Re8.1e+02,,,279.605802804063,22.140343213004154,0.1666567055,1.0,6,0.543104,3.4223839687275897,797.099995943607,5.236441079392132,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d6_Re1.5e+03,,,994.1310108256299,42.12146048482148,0.1666567055,1.0,6,0.543104,3.3619250677800947,1516.4632119103596,5.120114084930599,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d6_Re2.8e+03,,,3442.224043138931,80.77207647085514,0.1666567055,1.0,6,0.543104,3.1656863860868034,2907.9685535073227,5.058434668004651,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d6_Re5.3e+03,,,13511.418153513165,154.68849309779827,0.1666567055,1.0,6,0.543104,3.3879435665494615,5569.118601032165,5.026315065887487,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d6_Re1.0e+04,,,46693.16486496563,284.88159693735605,0.1666567055,1.0,6,0.543104,3.452039619214985,10256.350481044017,5.010274706830978,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d10_Re1.0e+01,,,0.047544782208782284,0.17064129916508503,0.1666567055,1.0,10,0.543104,16.32805913151258,10.239089909591728,24.081641987628423,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d10_Re1.9e+01,,,0.0913070681770902,0.31299324283639307,0.1666567055,1.0,10,0.543104,9.320398355450724,18.780717037298754,15.399156825878366,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d10_Re3.5e+01,,,0.22478392375735928,0.5827977381082162,0.1666567055,1.0,10,0.543104,6.618042209285532,34.969954335753755,10.580831483440837,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d10_Re6.6e+01,,,0.5881774031429058,1.0506738989629762,0.1666567055,1.0,10,0.543104,5.32810099599186,63.04420190059358,8.09171697859964,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d10_Re1.2e+02,,,1.6634632271179144,2.0198743144345066,0.1666567055,1.0,10,0.543104,4.077223433297851,121.19970260869621,6.603997461142506,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d10_Re2.3e+02,,,5.378987806152233,3.731385053540125,0.1666567055,1.0,10,0.543104,3.8633177067551445,223.89648483361654,5.864247461809854,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d10_Re4.3e+02,,,20.081209556641433,7.292215696561051,0.1666567055,1.0,10,0.543104,3.776337974925471,437.5590933879976,5.437941404072061,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d10_Re8.1e+02,,,65.41844821961813,13.512397405489477,0.1666567055,1.0,10,0.543104,3.5829060387722476,810.7923029529393,5.23229983204256,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d10_Re1.5e+03,,,245.76609142350344,26.418663941959135,0.1666567055,1.0,10,0.543104,3.521277581247926,1585.2145800373532,5.114523742971727,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d10_Re2.8e+03,,,684.3413817325857,44.21311296540181,0.1666567055,1.0,10,0.543104,3.500826716051103,2652.945336508036,5.064896247314634,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d10_Re5.3e+03,,,2694.7100894260398,89.85047399154789,0.1666567055,1.0,10,0.543104,3.3378844893499,5391.35066434803,5.027472366948889,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.543_d10_Re1.0e+04,,,9428.335471299442,168.52310524372314,0.1666567055,1.0,10,0.543104,3.319832108307387,10111.990677970238,5.010546785023549,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d6_Re1.0e+01,,,0.1899846911922952,0.2804355951642872,0.1666567055,1.0,6,0.550528,14.494511517972152,10.096284850571003,22.702712737815737,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d6_Re1.9e+01,,,0.3899702791351229,0.49161228067806223,0.1666567055,1.0,6,0.550528,9.68138103724691,17.699099926515547,14.97555178894035,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d6_Re3.5e+01,,,1.0377506987140948,0.9520382518966094,0.1666567055,1.0,6,0.550528,6.86966388049086,34.27542560764023,10.012914429384324,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d6_Re6.6e+01,,,2.677579789451809,1.8117199604718544,0.1666567055,1.0,6,0.550528,4.894536069828182,65.22581692838712,7.498585639568639,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d6_Re1.2e+02,,,7.325967998317111,3.3381915812714813,0.1666567055,1.0,6,0.550528,3.944516277182857,120.18207984813962,6.225328098266191,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d6_Re2.3e+02,,,22.763470202660262,6.414423695920196,0.1666567055,1.0,6,0.550528,3.3195134536227484,230.93305522903896,5.500591738712764,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d6_Re4.3e+02,,,81.37333767639838,12.13256858147782,0.1666567055,1.0,6,0.550528,3.3168655702376855,436.79857507363795,5.129932690426961,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d6_Re8.1e+02,,,224.69159220631772,21.742721547703468,0.1666567055,1.0,6,0.550528,2.8517422114288724,782.7847604141006,4.946154703196952,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d6_Re1.5e+03,,,947.903875995523,42.87204452918004,0.1666567055,1.0,6,0.550528,3.0943337859443574,1543.485852569432,4.831807029983992,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d6_Re2.8e+03,,,3101.660409366355,77.85949896360646,0.1666567055,1.0,6,0.550528,3.0698862785611762,2803.1094961350877,4.77893129766285,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d6_Re5.3e+03,,,12568.105692086478,156.53477508708886,0.1666567055,1.0,6,0.550528,3.077509537245675,5635.588725366548,4.746366702249441,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d6_Re1.0e+04,,,36910.09561831473,278.48389850234435,0.1666567055,1.0,6,0.550528,2.855592552420844,10026.019571196108,4.732254408475702,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d10_Re1.0e+01,,,0.04590289452871562,0.17509982028915602,0.1666567055,1.0,10,0.550528,14.971615714456014,10.506617166337541,22.00017521428455,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d10_Re1.9e+01,,,0.09552413470559531,0.32244153713881246,0.1666567055,1.0,10,0.550528,9.187791829037776,19.347648579241383,14.101211070187317,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d10_Re3.5e+01,,,0.23348455721925304,0.6014787400499239,0.1666567055,1.0,10,0.550528,6.453831148516896,36.09088144670685,9.74637365741225,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d10_Re6.6e+01,,,0.5973858557130576,1.1168471737346704,0.1666567055,1.0,10,0.550528,4.789249213076373,67.01483569976548,7.424252458219874,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d10_Re1.2e+02,,,1.6537476096406203,1.9657525204745467,0.1666567055,1.0,10,0.550528,4.279682462579678,117.95220087766266,6.253897019038864,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d10_Re2.3e+02,,,4.702072866233144,3.632861886218303,0.1666567055,1.0,10,0.550528,3.562801122828199,217.98474146714142,5.547307058457912,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d10_Re4.3e+02,,,16.291703475560674,7.170042651092304,0.1666567055,1.0,10,0.550528,3.1690056883760547,430.2282725187019,5.136282541159897,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d10_Re8.1e+02,,,60.19626233675831,13.768986727473399,0.1666567055,1.0,10,0.550528,3.1751596257697132,826.1885824614119,4.933965797121161,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d10_Re1.5e+03,,,201.61420958673486,25.000522716155196,0.1666567055,1.0,10,0.550528,3.22569246225264,1500.121020702356,4.835208502954917,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d10_Re2.8e+03,,,728.9876348153823,46.790639137217894,0.1666567055,1.0,10,0.550528,3.329677771686288,2807.6061504298664,4.77882752772431,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d10_Re5.3e+03,,,2434.7951150929116,89.88238124950156,0.1666567055,1.0,10,0.550528,3.013792046849685,5393.265214252154,4.747814683009996,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.551_d10_Re1.0e+04,,,7123.232385596029,157.2140247037599,0.1666567055,1.0,10,0.550528,2.8820037470812956,9433.405288559474,4.733392385201792,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d6_Re1.0e+01,,,0.1209536810323077,0.28696681683096936,0.1666567055,1.0,6,0.603103,8.81265928245514,10.33142288406641,13.592091819508717,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d6_Re1.9e+01,,,0.28077282541294035,0.5160716773349133,0.1666567055,1.0,6,0.603103,6.325374923422434,18.5796908364391,8.963631288287724,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d6_Re3.5e+01,,,0.5887733276541202,0.93845761515752,0.1666567055,1.0,6,0.603103,4.011160615480086,33.78649346302552,6.354302952600126,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d6_Re6.6e+01,,,1.7480265556958605,1.8017564836646585,0.1666567055,1.0,6,0.603103,3.230777795108141,64.86711032451046,4.826756652686924,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d6_Re1.2e+02,,,4.803708876734451,3.3568778824291807,0.1666567055,1.0,6,0.603103,2.55774264640037,120.85482689788971,4.057490492435489,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d6_Re2.3e+02,,,15.358232101934405,6.114974915586586,0.1666567055,1.0,6,0.603103,2.464354134484859,220.1522548009298,3.6554930539080694,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d6_Re4.3e+02,,,54.71940767009096,12.317944261802532,0.1666567055,1.0,6,0.603103,2.1637952782441503,443.47249844570575,3.4091100829681986,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d6_Re8.1e+02,,,171.70348390251766,22.640738058512355,0.1666567055,1.0,6,0.603103,2.0097831334438663,815.115287101809,3.298368072262689,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d6_Re1.5e+03,,,651.1268690369383,41.62387879939267,0.1666567055,1.0,6,0.603103,2.2549232826713315,1498.5492005682065,3.2381011648458924,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d6_Re2.8e+03,,,2458.0203626425887,79.43015495548731,0.1666567055,1.0,6,0.603103,2.337576901270692,2859.6564914870696,3.2038890507734767,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d6_Re5.3e+03,,,7449.239940618048,144.7731637901657,0.1666567055,1.0,6,0.603103,2.132490390871894,5212.145410740729,3.186888240507345,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d6_Re1.0e+04,,,26997.809610484645,276.13682617856045,0.1666567055,1.0,6,0.603103,2.1243747113397213,9941.51991724907,3.177057033949067,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d10_Re1.0e+01,,,0.02445977500830839,0.16662065475647664,0.1666567055,1.0,10,0.603103,8.81038292207671,9.997836826102183,13.939959541886742,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d10_Re1.9e+01,,,0.06359372419800818,0.3042608189589012,0.1666567055,1.0,10,0.603103,6.869453676325459,18.256740288130874,9.066183901358789,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d10_Re3.5e+01,,,0.12500505518772898,0.5838074353391531,0.1666567055,1.0,10,0.603103,3.667653781631583,35.03053979062086,6.241084027208435,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d10_Re6.6e+01,,,0.37600782972654445,1.075360551029044,0.1666567055,1.0,10,0.603103,3.25153690243508,64.52548955667697,4.835548109153125,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d10_Re1.2e+02,,,1.1552776348800944,2.024031914894162,0.1666567055,1.0,10,0.603103,2.82001652692083,121.44917354640509,4.053128813650886,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d10_Re2.3e+02,,,3.674514297891707,3.967521027513778,0.1666567055,1.0,10,0.603103,2.334325785023065,238.06549011097414,3.618677878551351,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d10_Re4.3e+02,,,10.690982207278909,7.112692040508866,0.1666567055,1.0,10,0.603103,2.1132437636059445,426.7870302109665,3.4186059126858517,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d10_Re8.1e+02,,,34.93606151235738,13.237133633854603,0.1666567055,1.0,10,0.603103,1.9938204085726592,794.2754894944568,3.301835246947086,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d10_Re1.5e+03,,,157.0161167430113,26.262305806302173,0.1666567055,1.0,10,0.603103,2.2765569771272545,1575.8325311610204,3.234576018208524,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d10_Re2.8e+03,,,410.3545031877031,45.70905387052353,0.1666567055,1.0,10,0.603103,1.964059949816354,2742.7071556099813,3.2054951666596256,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d10_Re5.3e+03,,,1404.5862575189224,84.34393744595549,0.1666567055,1.0,10,0.603103,1.974425139780945,5060.938723882039,3.1875056820130987,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.603_d10_Re1.0e+04,,,4497.561290007743,151.8276410409856,0.1666567055,1.0,10,0.603103,1.951081457508455,9110.202951958965,3.178045719596871,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.609_d6_Re1.0e+01,,,0.11313125055242852,0.2887811476673951,0.1666567055,1.0,6,0.609453,8.139470662719749,10.396742698147063,12.740392641369848,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.609_d6_Re1.9e+01,,,0.24949299823880122,0.5339899104078095,0.1666567055,1.0,6,0.609453,5.249809084096214,19.224785782453004,8.27640634780963,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.609_d6_Re3.5e+01,,,0.6650600608542958,1.0281714259909005,0.1666567055,1.0,6,0.609453,3.7746879764332286,37.01638369387665,5.7495725844327525,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.609_d6_Re6.6e+01,,,1.8371829322376723,1.806659526929746,0.1666567055,1.0,6,0.609453,3.377155215122263,65.0436304321309,4.57305373695816,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.609_d6_Re1.2e+02,,,4.508992252165288,3.391197963740744,0.1666567055,1.0,6,0.609453,2.35247195055519,122.09042367301845,3.8470111828313494,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.609_d6_Re2.3e+02,,,15.564351840037496,6.45562890698131,0.1666567055,1.0,6,0.609453,2.240810727135794,232.41653149016474,3.4540524955534133,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.609_d6_Re4.3e+02,,,51.74512923898962,12.41446888766812,0.1666567055,1.0,6,0.609453,2.014486853412707,446.94759267282353,3.2453230225202194,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.609_d6_Re8.1e+02,,,189.15715025495396,23.080593636762327,0.1666567055,1.0,6,0.609453,2.130492763537244,830.9510343739151,3.140822058857647,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.609_d6_Re1.5e+03,,,577.3451527952727,41.380004789912626,0.1666567055,1.0,6,0.609453,2.0230457357988563,1489.7692114733165,3.087033691862308,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.609_d6_Re2.8e+03,,,2216.0842608345733,77.16018616580129,0.1666567055,1.0,6,0.609453,2.233320158867748,2777.9327306743608,3.055574505217236,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.609_d6_Re5.3e+03,,,6778.512083457208,145.13432969137827,0.1666567055,1.0,6,0.609453,1.9308357087294081,5225.148160319715,3.0385345251805433,0,TRUE,FALSE,synthetic_inertial
synthetic_ergun_phi0.609_d6_Re1.0e+04,,,23345.939277205583,269.0202146227937,0.1666567055,1.0,6,0.609453,1.9354982024208907,9685.306588139425,3.0296270316250307,0,TRUE,FALSE,synthetic_inertial
